"REF_DATE","GEO","DGUID","Indicator","Type of use","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1989","Canada","2016A000011124","Gross domestic product (GDP)","Non-medical use","Dollars","81","millions","6","v1001809190","1.10.2.0.0.0.0.0.0.0","2542","","","","0"
"1990","Canada","2016A000011124","Total supply","Medical use","Dollars","81","millions","6","v1001809167","1.1.1.0.0.0.0.0.0.0","0","","","","0"
"1990","Canada","2016A000011124","Total supply","Non-medical use","Dollars","81","millions","6","v1001809179","1.1.2.0.0.0.0.0.0.0","4225","","","","0"
"1990","Canada","2016A000011124","Domestic production","Medical use","Dollars","81","millions","6","v1001809168","1.2.1.0.0.0.0.0.0.0","0","","","","0"
"1990","Canada","2016A000011124","Domestic production","Non-medical use","Dollars","81","millions","6","v1001809180","1.2.2.0.0.0.0.0.0.0","2439","","","","0"
"1990","Canada","2016A000011124","Domestic market production","Medical use","Dollars","81","millions","6","v1001809169","1.3.1.0.0.0.0.0.0.0","0","","","","0"
"1990","Canada","2016A000011124","Domestic market production","Non-medical use","Dollars","81","millions","6","v1001809181","1.3.2.0.0.0.0.0.0.0","2396","","","","0"
"1990","Canada","2016A000011124","Domestic own-use production","Medical use","Dollars","81","millions","6","v1001809170","1.4.1.0.0.0.0.0.0.0","0","","","","0"
"1990","Canada","2016A000011124","Domestic own-use production","Non-medical use","Dollars","81","millions","6","v1001809182","1.4.2.0.0.0.0.0.0.0","43","","","","0"
"1990","Canada","2016A000011124","Illegal purchases from abroad","Medical use","Dollars","81","millions","6","v1001809171","1.5.1.0.0.0.0.0.0.0","0","","","","0"
"1990","Canada","2016A000011124","Illegal purchases from abroad","Non-medical use","Dollars","81","millions","6","v1001809183","1.5.2.0.0.0.0.0.0.0","743","","","","0"
"1990","Canada","2016A000011124","Dealer margin","Medical use","Dollars","81","millions","6","v1001809173","1.6.1.0.0.0.0.0.0.0","0","","","","0"
"1990","Canada","2016A000011124","Dealer margin","Non-medical use","Dollars","81","millions","6","v1001809185","1.6.2.0.0.0.0.0.0.0","1043","","","","0"
"1990","Canada","2016A000011124","Total use","Medical use","Dollars","81","millions","6","v1001809174","1.7.1.0.0.0.0.0.0.0","0","","","","0"
"1990","Canada","2016A000011124","Total use","Non-medical use","Dollars","81","millions","6","v1001809186","1.7.2.0.0.0.0.0.0.0","4225","","","","0"
"1990","Canada","2016A000011124","Household final consumption expenditures","Medical use","Dollars","81","millions","6","v1001809175","1.8.1.0.0.0.0.0.0.0","0","","","","0"
"1990","Canada","2016A000011124","Household final consumption expenditures","Non-medical use","Dollars","81","millions","6","v1001809187","1.8.2.0.0.0.0.0.0.0","3787","","","","0"
"1990","Canada","2016A000011124","Illegal sales abroad","Medical use","Dollars","81","millions","6","v1001809176","1.9.1.0.0.0.0.0.0.0","0","","","","0"
"1990","Canada","2016A000011124","Illegal sales abroad","Non-medical use","Dollars","81","millions","6","v1001809188","1.9.2.0.0.0.0.0.0.0","438","","","","0"
"1990","Canada","2016A000011124","Inventories","Medical use","Dollars","81","millions","6","v1001809172","1.11.1.0.0.0.0.0.0.0","0","","","","0"
"1990","Canada","2016A000011124","Inventories","Non-medical use","Dollars","81","millions","6","v1001809184","1.11.2.0.0.0.0.0.0.0","0","","","","0"
"1990","Canada","2016A000011124","Gross domestic product (GDP)","Medical use","Dollars","81","millions","6","v1001809178","1.10.1.0.0.0.0.0.0.0","0","","","","0"
"1990","Canada","2016A000011124","Gross domestic product (GDP)","Non-medical use","Dollars","81","millions","6","v1001809190","1.10.2.0.0.0.0.0.0.0","2490","","","","0"
"1991","Canada","2016A000011124","Total supply","Medical use","Dollars","81","millions","6","v1001809167","1.1.1.0.0.0.0.0.0.0","0","","","","0"
"1991","Canada","2016A000011124","Total supply","Non-medical use","Dollars","81","millions","6","v1001809179","1.1.2.0.0.0.0.0.0.0","4114","","","","0"
"1991","Canada","2016A000011124","Domestic production","Medical use","Dollars","81","millions","6","v1001809168","1.2.1.0.0.0.0.0.0.0","0","","","","0"
"1991","Canada","2016A000011124","Domestic production","Non-medical use","Dollars","81","millions","6","v1001809180","1.2.2.0.0.0.0.0.0.0","2499","","","","0"
"1991","Canada","2016A000011124","Domestic market production","Medical use","Dollars","81","millions","6","v1001809169","1.3.1.0.0.0.0.0.0.0","0","","","","0"
"1991","Canada","2016A000011124","Domestic market production","Non-medical use","Dollars","81","millions","6","v1001809181","1.3.2.0.0.0.0.0.0.0","2456","","","","0"
"1991","Canada","2016A000011124","Domestic own-use production","Medical use","Dollars","81","millions","6","v1001809170","1.4.1.0.0.0.0.0.0.0","0","","","","0"
"1991","Canada","2016A000011124","Domestic own-use production","Non-medical use","Dollars","81","millions","6","v1001809182","1.4.2.0.0.0.0.0.0.0","43","","","","0"
"1991","Canada","2016A000011124","Illegal purchases from abroad","Medical use","Dollars","81","millions","6","v1001809171","1.5.1.0.0.0.0.0.0.0","0","","","","0"
"1991","Canada","2016A000011124","Illegal purchases from abroad","Non-medical use","Dollars","81","millions","6","v1001809183","1.5.2.0.0.0.0.0.0.0","597","","","","0"
"1991","Canada","2016A000011124","Dealer margin","Medical use","Dollars","81","millions","6","v1001809173","1.6.1.0.0.0.0.0.0.0","0","","","","0"
"1991","Canada","2016A000011124","Dealer margin","Non-medical use","Dollars","81","millions","6","v1001809185","1.6.2.0.0.0.0.0.0.0","1018","","","","0"
"1991","Canada","2016A000011124","Total use","Medical use","Dollars","81","millions","6","v1001809174","1.7.1.0.0.0.0.0.0.0","0","","","","0"
"1991","Canada","2016A000011124","Total use","Non-medical use","Dollars","81","millions","6","v1001809186","1.7.2.0.0.0.0.0.0.0","4114","","","","0"
"1991","Canada","2016A000011124","Household final consumption expenditures","Medical use","Dollars","81","millions","6","v1001809175","1.8.1.0.0.0.0.0.0.0","0","","","","0"
"1991","Canada","2016A000011124","Household final consumption expenditures","Non-medical use","Dollars","81","millions","6","v1001809187","1.8.2.0.0.0.0.0.0.0","3642","","","","0"
"1991","Canada","2016A000011124","Illegal sales abroad","Medical use","Dollars","81","millions","6","v1001809176","1.9.1.0.0.0.0.0.0.0","0","","","","0"
"1991","Canada","2016A000011124","Illegal sales abroad","Non-medical use","Dollars","81","millions","6","v1001809188","1.9.2.0.0.0.0.0.0.0","472","","","","0"
"1991","Canada","2016A000011124","Inventories","Medical use","Dollars","81","millions","6","v1001809172","1.11.1.0.0.0.0.0.0.0","0","","","","0"
"1991","Canada","2016A000011124","Inventories","Non-medical use","Dollars","81","millions","6","v1001809184","1.11.2.0.0.0.0.0.0.0","0","","","","0"
"1991","Canada","2016A000011124","Gross domestic product (GDP)","Medical use","Dollars","81","millions","6","v1001809178","1.10.1.0.0.0.0.0.0.0","0","","","","0"
"1991","Canada","2016A000011124","Gross domestic product (GDP)","Non-medical use","Dollars","81","millions","6","v1001809190","1.10.2.0.0.0.0.0.0.0","2511","","","","0"
"1992","Canada","2016A000011124","Total supply","Medical use","Dollars","81","millions","6","v1001809167","1.1.1.0.0.0.0.0.0.0","0","","","","0"
"1992","Canada","2016A000011124","Total supply","Non-medical use","Dollars","81","millions","6","v1001809179","1.1.2.0.0.0.0.0.0.0","3937","","","","0"
"1992","Canada","2016A000011124","Domestic production","Medical use","Dollars","81","millions","6","v1001809168","1.2.1.0.0.0.0.0.0.0","0","","","","0"
"1992","Canada","2016A000011124","Domestic production","Non-medical use","Dollars","81","millions","6","v1001809180","1.2.2.0.0.0.0.0.0.0","2395","","","","0"
"1992","Canada","2016A000011124","Domestic market production","Medical use","Dollars","81","millions","6","v1001809169","1.3.1.0.0.0.0.0.0.0","0","","","","0"
"1992","Canada","2016A000011124","Domestic market production","Non-medical use","Dollars","81","millions","6","v1001809181","1.3.2.0.0.0.0.0.0.0","2354","","","","0"
"1992","Canada","2016A000011124","Domestic own-use production","Medical use","Dollars","81","millions","6","v1001809170","1.4.1.0.0.0.0.0.0.0","0","","","","0"
"1992","Canada","2016A000011124","Domestic own-use production","Non-medical use","Dollars","81","millions","6","v1001809182","1.4.2.0.0.0.0.0.0.0","41","","","","0"
"1992","Canada","2016A000011124","Illegal purchases from abroad","Medical use","Dollars","81","millions","6","v1001809171","1.5.1.0.0.0.0.0.0.0","0","","","","0"
"1992","Canada","2016A000011124","Illegal purchases from abroad","Non-medical use","Dollars","81","millions","6","v1001809183","1.5.2.0.0.0.0.0.0.0","567","","","","0"
"1992","Canada","2016A000011124","Dealer margin","Medical use","Dollars","81","millions","6","v1001809173","1.6.1.0.0.0.0.0.0.0","0","","","","0"
"1992","Canada","2016A000011124","Dealer margin","Non-medical use","Dollars","81","millions","6","v1001809185","1.6.2.0.0.0.0.0.0.0","975","","","","0"
"1992","Canada","2016A000011124","Total use","Medical use","Dollars","81","millions","6","v1001809174","1.7.1.0.0.0.0.0.0.0","0","","","","0"
"1992","Canada","2016A000011124","Total use","Non-medical use","Dollars","81","millions","6","v1001809186","1.7.2.0.0.0.0.0.0.0","3937","","","","0"
"1992","Canada","2016A000011124","Household final consumption expenditures","Medical use","Dollars","81","millions","6","v1001809175","1.8.1.0.0.0.0.0.0.0","0","","","","0"
"1992","Canada","2016A000011124","Household final consumption expenditures","Non-medical use","Dollars","81","millions","6","v1001809187","1.8.2.0.0.0.0.0.0.0","3462","","","","0"
"1992","Canada","2016A000011124","Illegal sales abroad","Medical use","Dollars","81","millions","6","v1001809176","1.9.1.0.0.0.0.0.0.0","0","","","","0"
"1992","Canada","2016A000011124","Illegal sales abroad","Non-medical use","Dollars","81","millions","6","v1001809188","1.9.2.0.0.0.0.0.0.0","475","","","","0"
"1992","Canada","2016A000011124","Inventories","Medical use","Dollars","81","millions","6","v1001809172","1.11.1.0.0.0.0.0.0.0","0","","","","0"
"1992","Canada","2016A000011124","Inventories","Non-medical use","Dollars","81","millions","6","v1001809184","1.11.2.0.0.0.0.0.0.0","0","","","","0"
"1992","Canada","2016A000011124","Gross domestic product (GDP)","Medical use","Dollars","81","millions","6","v1001809178","1.10.1.0.0.0.0.0.0.0","0","","","","0"
"1992","Canada","2016A000011124","Gross domestic product (GDP)","Non-medical use","Dollars","81","millions","6","v1001809190","1.10.2.0.0.0.0.0.0.0","2405","","","","0"
"1993","Canada","2016A000011124","Total supply","Medical use","Dollars","81","millions","6","v1001809167","1.1.1.0.0.0.0.0.0.0","0","","","","0"
"1993","Canada","2016A000011124","Total supply","Non-medical use","Dollars","81","millions","6","v1001809179","1.1.2.0.0.0.0.0.0.0","3952","","","","0"
"1993","Canada","2016A000011124","Domestic production","Medical use","Dollars","81","millions","6","v1001809168","1.2.1.0.0.0.0.0.0.0","0","","","","0"
"1993","Canada","2016A000011124","Domestic production","Non-medical use","Dollars","81","millions","6","v1001809180","1.2.2.0.0.0.0.0.0.0","2407","","","","0"
"1993","Canada","2016A000011124","Domestic market production","Medical use","Dollars","81","millions","6","v1001809169","1.3.1.0.0.0.0.0.0.0","0","","","","0"
"1993","Canada","2016A000011124","Domestic market production","Non-medical use","Dollars","81","millions","6","v1001809181","1.3.2.0.0.0.0.0.0.0","2366","","","","0"
"1993","Canada","2016A000011124","Domestic own-use production","Medical use","Dollars","81","millions","6","v1001809170","1.4.1.0.0.0.0.0.0.0","0","","","","0"
"1993","Canada","2016A000011124","Domestic own-use production","Non-medical use","Dollars","81","millions","6","v1001809182","1.4.2.0.0.0.0.0.0.0","41","","","","0"
"1993","Canada","2016A000011124","Illegal purchases from abroad","Medical use","Dollars","81","millions","6","v1001809171","1.5.1.0.0.0.0.0.0.0","0","","","","0"
"1993","Canada","2016A000011124","Illegal purchases from abroad","Non-medical use","Dollars","81","millions","6","v1001809183","1.5.2.0.0.0.0.0.0.0","566","","","","0"
"1993","Canada","2016A000011124","Dealer margin","Medical use","Dollars","81","millions","6","v1001809173","1.6.1.0.0.0.0.0.0.0","0","","","","0"
"1993","Canada","2016A000011124","Dealer margin","Non-medical use","Dollars","81","millions","6","v1001809185","1.6.2.0.0.0.0.0.0.0","979","","","","0"
"1993","Canada","2016A000011124","Total use","Medical use","Dollars","81","millions","6","v1001809174","1.7.1.0.0.0.0.0.0.0","0","","","","0"
"1993","Canada","2016A000011124","Total use","Non-medical use","Dollars","81","millions","6","v1001809186","1.7.2.0.0.0.0.0.0.0","3952","","","","0"
"1993","Canada","2016A000011124","Household final consumption expenditures","Medical use","Dollars","81","millions","6","v1001809175","1.8.1.0.0.0.0.0.0.0","0","","","","0"
"1993","Canada","2016A000011124","Household final consumption expenditures","Non-medical use","Dollars","81","millions","6","v1001809187","1.8.2.0.0.0.0.0.0.0","3452","","","","0"
"1993","Canada","2016A000011124","Illegal sales abroad","Medical use","Dollars","81","millions","6","v1001809176","1.9.1.0.0.0.0.0.0.0","0","","","","0"
"1993","Canada","2016A000011124","Illegal sales abroad","Non-medical use","Dollars","81","millions","6","v1001809188","1.9.2.0.0.0.0.0.0.0","500","","","","0"
"1993","Canada","2016A000011124","Inventories","Medical use","Dollars","81","millions","6","v1001809172","1.11.1.0.0.0.0.0.0.0","0","","","","0"
"1993","Canada","2016A000011124","Inventories","Non-medical use","Dollars","81","millions","6","v1001809184","1.11.2.0.0.0.0.0.0.0","0","","","","0"
"1993","Canada","2016A000011124","Gross domestic product (GDP)","Medical use","Dollars","81","millions","6","v1001809178","1.10.1.0.0.0.0.0.0.0","0","","","","0"
"1993","Canada","2016A000011124","Gross domestic product (GDP)","Non-medical use","Dollars","81","millions","6","v1001809190","1.10.2.0.0.0.0.0.0.0","2417","","","","0"
"1994","Canada","2016A000011124","Total supply","Medical use","Dollars","81","millions","6","v1001809167","1.1.1.0.0.0.0.0.0.0","0","","","","0"
"1994","Canada","2016A000011124","Total supply","Non-medical use","Dollars","81","millions","6","v1001809179","1.1.2.0.0.0.0.0.0.0","4004","","","","0"
"1994","Canada","2016A000011124","Domestic production","Medical use","Dollars","81","millions","6","v1001809168","1.2.1.0.0.0.0.0.0.0","0","","","","0"
"1994","Canada","2016A000011124","Domestic production","Non-medical use","Dollars","81","millions","6","v1001809180","1.2.2.0.0.0.0.0.0.0","2442","","","","0"
"1994","Canada","2016A000011124","Domestic market production","Medical use","Dollars","81","millions","6","v1001809169","1.3.1.0.0.0.0.0.0.0","0","","","","0"
"1994","Canada","2016A000011124","Domestic market production","Non-medical use","Dollars","81","millions","6","v1001809181","1.3.2.0.0.0.0.0.0.0","2401","","","","0"
"1994","Canada","2016A000011124","Domestic own-use production","Medical use","Dollars","81","millions","6","v1001809170","1.4.1.0.0.0.0.0.0.0","0","","","","0"
"1994","Canada","2016A000011124","Domestic own-use production","Non-medical use","Dollars","81","millions","6","v1001809182","1.4.2.0.0.0.0.0.0.0","41","","","","0"
"1994","Canada","2016A000011124","Illegal purchases from abroad","Medical use","Dollars","81","millions","6","v1001809171","1.5.1.0.0.0.0.0.0.0","0","","","","0"
"1994","Canada","2016A000011124","Illegal purchases from abroad","Non-medical use","Dollars","81","millions","6","v1001809183","1.5.2.0.0.0.0.0.0.0","569","","","","0"
"1994","Canada","2016A000011124","Dealer margin","Medical use","Dollars","81","millions","6","v1001809173","1.6.1.0.0.0.0.0.0.0","0","","","","0"
"1994","Canada","2016A000011124","Dealer margin","Non-medical use","Dollars","81","millions","6","v1001809185","1.6.2.0.0.0.0.0.0.0","992","","","","0"
"1994","Canada","2016A000011124","Total use","Medical use","Dollars","81","millions","6","v1001809174","1.7.1.0.0.0.0.0.0.0","0","","","","0"
"1994","Canada","2016A000011124","Total use","Non-medical use","Dollars","81","millions","6","v1001809186","1.7.2.0.0.0.0.0.0.0","4004","","","","0"
"1994","Canada","2016A000011124","Household final consumption expenditures","Medical use","Dollars","81","millions","6","v1001809175","1.8.1.0.0.0.0.0.0.0","0","","","","0"
"1994","Canada","2016A000011124","Household final consumption expenditures","Non-medical use","Dollars","81","millions","6","v1001809187","1.8.2.0.0.0.0.0.0.0","3475","","","","0"
"1994","Canada","2016A000011124","Illegal sales abroad","Medical use","Dollars","81","millions","6","v1001809176","1.9.1.0.0.0.0.0.0.0","0","","","","0"
"1994","Canada","2016A000011124","Illegal sales abroad","Non-medical use","Dollars","81","millions","6","v1001809188","1.9.2.0.0.0.0.0.0.0","529","","","","0"
"1994","Canada","2016A000011124","Inventories","Medical use","Dollars","81","millions","6","v1001809172","1.11.1.0.0.0.0.0.0.0","0","","","","0"
"1994","Canada","2016A000011124","Inventories","Non-medical use","Dollars","81","millions","6","v1001809184","1.11.2.0.0.0.0.0.0.0","0","","","","0"
"1994","Canada","2016A000011124","Gross domestic product (GDP)","Medical use","Dollars","81","millions","6","v1001809178","1.10.1.0.0.0.0.0.0.0","0","","","","0"
"1994","Canada","2016A000011124","Gross domestic product (GDP)","Non-medical use","Dollars","81","millions","6","v1001809190","1.10.2.0.0.0.0.0.0.0","2452","","","","0"
"1995","Canada","2016A000011124","Total supply","Medical use","Dollars","81","millions","6","v1001809167","1.1.1.0.0.0.0.0.0.0","0","","","","0"
"1995","Canada","2016A000011124","Total supply","Non-medical use","Dollars","81","millions","6","v1001809179","1.1.2.0.0.0.0.0.0.0","4147","","","","0"
"1995","Canada","2016A000011124","Domestic production","Medical use","Dollars","81","millions","6","v1001809168","1.2.1.0.0.0.0.0.0.0","0","","","","0"
"1995","Canada","2016A000011124","Domestic production","Non-medical use","Dollars","81","millions","6","v1001809180","1.2.2.0.0.0.0.0.0.0","2647","","","","0"
"1995","Canada","2016A000011124","Domestic market production","Medical use","Dollars","81","millions","6","v1001809169","1.3.1.0.0.0.0.0.0.0","0","","","","0"
"1995","Canada","2016A000011124","Domestic market production","Non-medical use","Dollars","81","millions","6","v1001809181","1.3.2.0.0.0.0.0.0.0","2604","","","","0"
"1995","Canada","2016A000011124","Domestic own-use production","Medical use","Dollars","81","millions","6","v1001809170","1.4.1.0.0.0.0.0.0.0","0","","","","0"
"1995","Canada","2016A000011124","Domestic own-use production","Non-medical use","Dollars","81","millions","6","v1001809182","1.4.2.0.0.0.0.0.0.0","44","","","","0"
"1995","Canada","2016A000011124","Illegal purchases from abroad","Medical use","Dollars","81","millions","6","v1001809171","1.5.1.0.0.0.0.0.0.0","0","","","","0"
"1995","Canada","2016A000011124","Illegal purchases from abroad","Non-medical use","Dollars","81","millions","6","v1001809183","1.5.2.0.0.0.0.0.0.0","470","","","","0"
"1995","Canada","2016A000011124","Dealer margin","Medical use","Dollars","81","millions","6","v1001809173","1.6.1.0.0.0.0.0.0.0","0","","","","0"
"1995","Canada","2016A000011124","Dealer margin","Non-medical use","Dollars","81","millions","6","v1001809185","1.6.2.0.0.0.0.0.0.0","1030","","","","0"
"1995","Canada","2016A000011124","Total use","Medical use","Dollars","81","millions","6","v1001809174","1.7.1.0.0.0.0.0.0.0","0","","","","0"
"1995","Canada","2016A000011124","Total use","Non-medical use","Dollars","81","millions","6","v1001809186","1.7.2.0.0.0.0.0.0.0","4147","","","","0"
"1995","Canada","2016A000011124","Household final consumption expenditures","Medical use","Dollars","81","millions","6","v1001809175","1.8.1.0.0.0.0.0.0.0","0","","","","0"
"1995","Canada","2016A000011124","Household final consumption expenditures","Non-medical use","Dollars","81","millions","6","v1001809187","1.8.2.0.0.0.0.0.0.0","3574","","","","0"
"1995","Canada","2016A000011124","Illegal sales abroad","Medical use","Dollars","81","millions","6","v1001809176","1.9.1.0.0.0.0.0.0.0","0","","","","0"
"1995","Canada","2016A000011124","Illegal sales abroad","Non-medical use","Dollars","81","millions","6","v1001809188","1.9.2.0.0.0.0.0.0.0","573","","","","0"
"1995","Canada","2016A000011124","Inventories","Medical use","Dollars","81","millions","6","v1001809172","1.11.1.0.0.0.0.0.0.0","0","","","","0"
"1995","Canada","2016A000011124","Inventories","Non-medical use","Dollars","81","millions","6","v1001809184","1.11.2.0.0.0.0.0.0.0","0","","","","0"
"1995","Canada","2016A000011124","Gross domestic product (GDP)","Medical use","Dollars","81","millions","6","v1001809178","1.10.1.0.0.0.0.0.0.0","0","","","","0"
"1995","Canada","2016A000011124","Gross domestic product (GDP)","Non-medical use","Dollars","81","millions","6","v1001809190","1.10.2.0.0.0.0.0.0.0","2621","","","","0"
"1996","Canada","2016A000011124","Total supply","Medical use","Dollars","81","millions","6","v1001809167","1.1.1.0.0.0.0.0.0.0","0","","","","0"
"1996","Canada","2016A000011124","Total supply","Non-medical use","Dollars","81","millions","6","v1001809179","1.1.2.0.0.0.0.0.0.0","4403","","","","0"
"1996","Canada","2016A000011124","Domestic production","Medical use","Dollars","81","millions","6","v1001809168","1.2.1.0.0.0.0.0.0.0","0","","","","0"
"1996","Canada","2016A000011124","Domestic production","Non-medical use","Dollars","81","millions","6","v1001809180","1.2.2.0.0.0.0.0.0.0","2810","","","","0"
"1996","Canada","2016A000011124","Domestic market production","Medical use","Dollars","81","millions","6","v1001809169","1.3.1.0.0.0.0.0.0.0","0","","","","0"
"1996","Canada","2016A000011124","Domestic market production","Non-medical use","Dollars","81","millions","6","v1001809181","1.3.2.0.0.0.0.0.0.0","2764","","","","0"
"1996","Canada","2016A000011124","Domestic own-use production","Medical use","Dollars","81","millions","6","v1001809170","1.4.1.0.0.0.0.0.0.0","0","","","","0"
"1996","Canada","2016A000011124","Domestic own-use production","Non-medical use","Dollars","81","millions","6","v1001809182","1.4.2.0.0.0.0.0.0.0","46","","","","0"
"1996","Canada","2016A000011124","Illegal purchases from abroad","Medical use","Dollars","81","millions","6","v1001809171","1.5.1.0.0.0.0.0.0.0","0","","","","0"
"1996","Canada","2016A000011124","Illegal purchases from abroad","Non-medical use","Dollars","81","millions","6","v1001809183","1.5.2.0.0.0.0.0.0.0","499","","","","0"
"1996","Canada","2016A000011124","Dealer margin","Medical use","Dollars","81","millions","6","v1001809173","1.6.1.0.0.0.0.0.0.0","0","","","","0"
"1996","Canada","2016A000011124","Dealer margin","Non-medical use","Dollars","81","millions","6","v1001809185","1.6.2.0.0.0.0.0.0.0","1094","","","","0"
"1996","Canada","2016A000011124","Total use","Medical use","Dollars","81","millions","6","v1001809174","1.7.1.0.0.0.0.0.0.0","0","","","","0"
"1996","Canada","2016A000011124","Total use","Non-medical use","Dollars","81","millions","6","v1001809186","1.7.2.0.0.0.0.0.0.0","4403","","","","0"
"1996","Canada","2016A000011124","Household final consumption expenditures","Medical use","Dollars","81","millions","6","v1001809175","1.8.1.0.0.0.0.0.0.0","0","","","","0"
"1996","Canada","2016A000011124","Household final consumption expenditures","Non-medical use","Dollars","81","millions","6","v1001809187","1.8.2.0.0.0.0.0.0.0","3795","","","","0"
"1996","Canada","2016A000011124","Illegal sales abroad","Medical use","Dollars","81","millions","6","v1001809176","1.9.1.0.0.0.0.0.0.0","0","","","","0"
"1996","Canada","2016A000011124","Illegal sales abroad","Non-medical use","Dollars","81","millions","6","v1001809188","1.9.2.0.0.0.0.0.0.0","608","","","","0"
"1996","Canada","2016A000011124","Inventories","Medical use","Dollars","81","millions","6","v1001809172","1.11.1.0.0.0.0.0.0.0","0","","","","0"
"1996","Canada","2016A000011124","Inventories","Non-medical use","Dollars","81","millions","6","v1001809184","1.11.2.0.0.0.0.0.0.0","0","","","","0"
"1996","Canada","2016A000011124","Gross domestic product (GDP)","Medical use","Dollars","81","millions","6","v1001809178","1.10.1.0.0.0.0.0.0.0","0","","","","0"
"1996","Canada","2016A000011124","Gross domestic product (GDP)","Non-medical use","Dollars","81","millions","6","v1001809190","1.10.2.0.0.0.0.0.0.0","2782","","","","0"
"1997","Canada","2016A000011124","Total supply","Medical use","Dollars","81","millions","6","v1001809167","1.1.1.0.0.0.0.0.0.0","0","","","","0"
"1997","Canada","2016A000011124","Total supply","Non-medical use","Dollars","81","millions","6","v1001809179","1.1.2.0.0.0.0.0.0.0","4739","","","","0"
"1997","Canada","2016A000011124","Domestic production","Medical use","Dollars","81","millions","6","v1001809168","1.2.1.0.0.0.0.0.0.0","0","","","","0"
"1997","Canada","2016A000011124","Domestic production","Non-medical use","Dollars","81","millions","6","v1001809180","1.2.2.0.0.0.0.0.0.0","3025","","","","0"
"1997","Canada","2016A000011124","Domestic market production","Medical use","Dollars","81","millions","6","v1001809169","1.3.1.0.0.0.0.0.0.0","0","","","","0"
"1997","Canada","2016A000011124","Domestic market production","Non-medical use","Dollars","81","millions","6","v1001809181","1.3.2.0.0.0.0.0.0.0","2975","","","","0"
"1997","Canada","2016A000011124","Domestic own-use production","Medical use","Dollars","81","millions","6","v1001809170","1.4.1.0.0.0.0.0.0.0","0","","","","0"
"1997","Canada","2016A000011124","Domestic own-use production","Non-medical use","Dollars","81","millions","6","v1001809182","1.4.2.0.0.0.0.0.0.0","50","","","","0"
"1997","Canada","2016A000011124","Illegal purchases from abroad","Medical use","Dollars","81","millions","6","v1001809171","1.5.1.0.0.0.0.0.0.0","0","","","","0"
"1997","Canada","2016A000011124","Illegal purchases from abroad","Non-medical use","Dollars","81","millions","6","v1001809183","1.5.2.0.0.0.0.0.0.0","537","","","","0"
"1997","Canada","2016A000011124","Dealer margin","Medical use","Dollars","81","millions","6","v1001809173","1.6.1.0.0.0.0.0.0.0","0","","","","0"
"1997","Canada","2016A000011124","Dealer margin","Non-medical use","Dollars","81","millions","6","v1001809185","1.6.2.0.0.0.0.0.0.0","1177","","","","0"
"1997","Canada","2016A000011124","Total use","Medical use","Dollars","81","millions","6","v1001809174","1.7.1.0.0.0.0.0.0.0","0","","","","0"
"1997","Canada","2016A000011124","Total use","Non-medical use","Dollars","81","millions","6","v1001809186","1.7.2.0.0.0.0.0.0.0","4739","","","","0"
"1997","Canada","2016A000011124","Household final consumption expenditures","Medical use","Dollars","81","millions","6","v1001809175","1.8.1.0.0.0.0.0.0.0","0","","","","0"
"1997","Canada","2016A000011124","Household final consumption expenditures","Non-medical use","Dollars","81","millions","6","v1001809187","1.8.2.0.0.0.0.0.0.0","4085","","","","0"
"1997","Canada","2016A000011124","Illegal sales abroad","Medical use","Dollars","81","millions","6","v1001809176","1.9.1.0.0.0.0.0.0.0","0","","","","0"
"1997","Canada","2016A000011124","Illegal sales abroad","Non-medical use","Dollars","81","millions","6","v1001809188","1.9.2.0.0.0.0.0.0.0","654","","","","0"
"1997","Canada","2016A000011124","Inventories","Medical use","Dollars","81","millions","6","v1001809172","1.11.1.0.0.0.0.0.0.0","0","","","","0"
"1997","Canada","2016A000011124","Inventories","Non-medical use","Dollars","81","millions","6","v1001809184","1.11.2.0.0.0.0.0.0.0","0","","","","0"
"1997","Canada","2016A000011124","Gross domestic product (GDP)","Medical use","Dollars","81","millions","6","v1001809178","1.10.1.0.0.0.0.0.0.0","0","","","","0"
"1997","Canada","2016A000011124","Gross domestic product (GDP)","Non-medical use","Dollars","81","millions","6","v1001809190","1.10.2.0.0.0.0.0.0.0","2995","","","","0"
"1998","Canada","2016A000011124","Total supply","Medical use","Dollars","81","millions","6","v1001809167","1.1.1.0.0.0.0.0.0.0","0","","","","0"
"1998","Canada","2016A000011124","Total supply","Non-medical use","Dollars","81","millions","6","v1001809179","1.1.2.0.0.0.0.0.0.0","4979","","","","0"
"1998","Canada","2016A000011124","Domestic production","Medical use","Dollars","81","millions","6","v1001809168","1.2.1.0.0.0.0.0.0.0","0","","","","0"
"1998","Canada","2016A000011124","Domestic production","Non-medical use","Dollars","81","millions","6","v1001809180","1.2.2.0.0.0.0.0.0.0","3318","","","","0"
"1998","Canada","2016A000011124","Domestic market production","Medical use","Dollars","81","millions","6","v1001809169","1.3.1.0.0.0.0.0.0.0","0","","","","0"
"1998","Canada","2016A000011124","Domestic market production","Non-medical use","Dollars","81","millions","6","v1001809181","1.3.2.0.0.0.0.0.0.0","3265","","","","0"
"1998","Canada","2016A000011124","Domestic own-use production","Medical use","Dollars","81","millions","6","v1001809170","1.4.1.0.0.0.0.0.0.0","0","","","","0"
