"REF_DATE","GEO","DGUID","Indicator","Authority","Type of use","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1983-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","2797","","","","0"
"1984-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1984-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1984-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1984-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","2826","","","","0"
"1984-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1984-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1984-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1984-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","2859","","","","0"
"1984-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1984-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1984-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1984-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","2896","","","","0"
"1984-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1984-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1984-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1984-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","2937","","","","0"
"1985-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1985-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1985-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1985-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","2981","","","","0"
"1985-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1985-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1985-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1985-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","3036","","","","0"
"1985-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1985-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1985-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1985-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","3101","","","","0"
"1985-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1985-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1985-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1985-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","3176","","","","0"
"1986-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1986-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1986-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1986-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","3262","","","","0"
"1986-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1986-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1986-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1986-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","3351","","","","0"
"1986-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1986-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1986-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1986-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","3444","","","","0"
"1986-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1986-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1986-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1986-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","3540","","","","0"
"1987-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1987-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1987-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1987-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","3640","","","","0"
"1987-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1987-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1987-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1987-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","3717","","","","0"
"1987-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1987-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1987-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1987-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","3771","","","","0"
"1987-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1987-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1987-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1987-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","3801","","","","0"
"1988-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1988-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1988-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1988-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","3808","","","","0"
"1988-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1988-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1988-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1988-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","3819","","","","0"
"1988-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1988-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1988-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1988-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","3836","","","","0"
"1988-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1988-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1988-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1988-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","3857","","","","0"
"1989-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1989-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1989-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1989-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","3883","","","","0"
"1989-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1989-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1989-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1989-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","3894","","","","0"
"1989-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1989-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1989-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1989-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","3890","","","","0"
"1989-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1989-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1989-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1989-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","3871","","","","0"
"1990-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1990-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1990-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1990-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","3837","","","","0"
"1990-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1990-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1990-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1990-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","3803","","","","0"
"1990-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1990-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1990-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1990-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","3771","","","","0"
"1990-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1990-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1990-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1990-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","3739","","","","0"
"1991-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1991-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1991-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1991-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","3707","","","","0"
"1991-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1991-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1991-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1991-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","3668","","","","0"
"1991-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1991-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1991-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1991-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","3622","","","","0"
"1991-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1991-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1991-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1991-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","3569","","","","0"
"1992-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1992-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1992-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1992-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","3509","","","","0"
"1992-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1992-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1992-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1992-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","3466","","","","0"
"1992-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1992-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1992-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1992-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","3441","","","","0"
"1992-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1992-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1992-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1992-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","3433","","","","0"
"1993-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1993-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1993-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1993-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","3443","","","","0"
"1993-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1993-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1993-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1993-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","3451","","","","0"
"1993-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1993-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1993-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1993-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","3456","","","","0"
"1993-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1993-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1993-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1993-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","3459","","","","0"
"1994-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1994-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1994-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1994-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","3459","","","","0"
"1994-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1994-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1994-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1994-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","3466","","","","0"
"1994-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1994-07","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1994-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1994-07","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","3478","","","","0"
"1994-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1994-10","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1994-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1994-10","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","3496","","","","0"
"1995-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1995-01","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1995-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
"1995-01","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Non-medical use","Dollars","81","millions","6","v1001849100","1.1.2.2","3519","","","","0"
"1995-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Medical use","Dollars","81","millions","6","v1001849097","1.1.1.1","0","","","","0"
"1995-04","Canada","2016A000011124","Household final consumption expenditure","Licensed source","Non-medical use","Dollars","81","millions","6","v1001849098","1.1.1.2","0","","","","0"
"1995-04","Canada","2016A000011124","Household final consumption expenditure","Unlicensed source","Medical use","Dollars","81","millions","6","v1001849099","1.1.2.1","0","","","","0"
